1.000000000	0.840857282	1.000000000	0.499906932	0.594520548	0.840857282	0.840857282	0.096327638	0.353454682	0.840857282	0.499906932	0.840857282	0.499906932	0.272531793	0.420350385	0.771051586	0.771051586	1.000000000	1.000000000	0.840857282	0.458406011	0.840857282	0.707040969	0.024072945	0.840857282	0.004253556	0.249906941	0.840857282	0.458406011	0.385454033	0.499906932	0.840857282	0.707040969	0.771051586	0.707040969	0.000000475	0.385454033	0.707040969	0.840857282
0.840857282	1.000000000	0.840857282	0.420350385	0.707040969	1.000000000	0.840857282	0.096327638	0.353454682	0.840857282	0.499906932	0.840857282	0.499906932	0.272531793	0.420350385	0.771051586	0.916982706	0.840857282	0.840857282	0.840857282	0.458406011	0.840857282	0.707040969	0.024072945	0.840857282	0.004253556	0.249906941	0.840857282	0.458406011	0.385454033	0.499906932	1.000000000	0.707040969	0.771051586	0.707040969	0.000000475	0.385454033	0.707040969	0.840857282
1.000000000	0.840857282	1.000000000	0.499906932	0.594520548	0.840857282	0.840857282	0.096327638	0.353454682	0.840857282	0.499906932	0.840857282	0.499906932	0.272531793	0.420350385	0.771051586	0.771051586	1.000000000	1.000000000	0.840857282	0.458406011	0.840857282	0.707040969	0.024072945	0.840857282	0.004253556	0.249906941	0.840857282	0.458406011	0.385454033	0.499906932	0.840857282	0.707040969	0.771051586	0.707040969	0.000000475	0.385454033	0.707040969	0.840857282
0.499906932	0.420350385	0.499906932	1.000000000	0.297204943	0.420350385	0.420350385	0.057268760	0.249906941	0.420350385	0.353454682	0.420350385	0.499906932	0.136240533	0.210136071	0.385454033	0.385454033	0.499906932	0.499906932	0.420350385	0.272531793	0.420350385	0.420350385	0.020241911	0.420350385	0.004253556	0.210136071	0.420350385	0.272531793	0.272531793	0.353454682	0.420350385	0.420350385	0.385454033	0.353454682	0.000000475	0.272531793	0.420350385	0.420350385
0.594520548	0.707040969	0.594520548	0.297204943	1.000000000	0.707040969	0.594520548	0.068107587	0.249906941	0.594520548	0.353454682	0.594520548	0.353454682	0.192691143	0.420350385	0.545165061	0.648344341	0.594520548	0.594520548	0.707040969	0.324111831	0.594520548	0.499906932	0.017020559	0.594520548	0.003007438	0.176694446	0.594520548	0.385454033	0.272531793	0.353454682	0.707040969	0.499906932	0.545165061	0.499906932	0.000000336	0.272531793	0.499906932	0.594520548
0.840857282	1.000000000	0.840857282	0.420350385	0.707040969	1.000000000	0.840857282	0.096327638	0.353454682	0.840857282	0.499906932	0.840857282	0.499906932	0.272531793	0.420350385	0.771051586	0.916982706	0.840857282	0.840857282	0.840857282	0.458406011	0.840857282	0.707040969	0.024072945	0.840857282	0.004253556	0.249906941	0.840857282	0.458406011	0.385454033	0.499906932	1.000000000	0.707040969	0.771051586	0.707040969	0.000000475	0.385454033	0.707040969	0.840857282
0.840857282	0.840857282	0.840857282	0.420350385	0.594520548	0.840857282	1.000000000	0.096327638	0.353454682	0.840857282	0.594520548	0.840857282	0.499906932	0.272531793	0.420350385	0.771051586	0.771051586	0.840857282	0.840857282	0.840857282	0.458406011	0.840857282	0.707040969	0.024072945	0.840857282	0.004253556	0.249906941	0.840857282	0.458406011	0.385454033	0.499906932	0.840857282	0.707040969	0.771051586	0.707040969	0.000000565	0.458406011	0.707040969	0.840857282
0.096327638	0.096327638	0.096327638	0.057268760	0.068107587	0.096327638	0.096327638	1.000000000	0.048154854	0.096327638	0.080997796	0.096327638	0.080997796	0.044157168	0.057268760	0.088330778	0.088330778	0.096327638	0.096327638	0.096327638	0.062453479	0.096327638	0.096327638	0.002757769	0.096327638	0.001159229	0.040491360	0.096327638	0.062453479	0.052514463	0.080997796	0.096327638	0.096327638	0.088330778	0.080997796	0.000000154	0.088330778	0.096327638	0.096327638
0.353454682	0.353454682	0.353454682	0.249906941	0.249906941	0.353454682	0.353454682	0.048154854	1.000000000	0.353454682	0.297204943	0.353454682	0.297204943	0.136240533	0.176694446	0.324111831	0.324111831	0.353454682	0.353454682	0.353454682	0.229160343	0.353454682	0.420350385	0.024072945	0.353454682	0.005058594	0.176694446	0.353454682	0.272531793	0.162025751	0.297204943	0.353454682	0.297204943	0.324111831	0.297204943	0.000001130	0.272531793	0.353454682	0.353454682
0.840857282	0.840857282	0.840857282	0.420350385	0.594520548	0.840857282	0.840857282	0.096327638	0.353454682	1.000000000	0.499906932	0.840857282	0.499906932	0.272531793	0.420350385	0.771051586	0.771051586	0.840857282	0.840857282	0.840857282	0.458406011	0.840857282	0.707040969	0.028629050	0.840857282	0.004253556	0.249906941	0.840857282	0.458406011	0.385454033	0.499906932	0.840857282	0.707040969	0.771051586	0.707040969	0.000000475	0.385454033	0.707040969	0.840857282
0.499906932	0.499906932	0.499906932	0.353454682	0.353454682	0.499906932	0.594520548	0.080997796	0.297204943	0.499906932	1.000000000	0.499906932	0.420350385	0.192691143	0.249906941	0.458406011	0.458406011	0.499906932	0.499906932	0.499906932	0.324111831	0.594520548	0.420350385	0.020241911	0.499906932	0.005058594	0.210136071	0.499906932	0.385454033	0.324111831	0.353454682	0.499906932	0.499906932	0.458406011	0.420350385	0.000000799	0.385454033	0.420350385	0.499906932
0.840857282	0.840857282	0.840857282	0.420350385	0.594520548	0.840857282	0.840857282	0.096327638	0.353454682	0.840857282	0.499906932	1.000000000	0.499906932	0.272531793	0.420350385	0.771051586	0.771051586	0.840857282	0.840857282	0.840857282	0.458406011	0.840857282	0.707040969	0.028629050	0.840857282	0.005058594	0.297204943	0.840857282	0.458406011	0.385454033	0.499906932	0.840857282	0.707040969	0.771051586	0.707040969	0.000000565	0.385454033	0.707040969	0.840857282
0.499906932	0.499906932	0.499906932	0.499906932	0.353454682	0.499906932	0.499906932	0.080997796	0.297204943	0.499906932	0.420350385	0.499906932	1.000000000	0.162025751	0.353454682	0.458406011	0.458406011	0.499906932	0.499906932	0.499906932	0.324111831	0.499906932	0.499906932	0.024072945	0.499906932	0.006015996	0.210136071	0.499906932	0.324111831	0.324111831	0.353454682	0.499906932	0.499906932	0.458406011	0.420350385	0.000000672	0.385454033	0.499906932	0.499906932
0.272531793	0.272531793	0.272531793	0.136240533	0.192691143	0.272531793	0.272531793	0.044157168	0.136240533	0.272531793	0.192691143	0.272531793	0.162025751	1.000000000	0.136240533	0.249906941	0.297204943	0.272531793	0.272531793	0.272531793	0.297204943	0.272531793	0.229160343	0.011035183	0.272531793	0.003279711	0.114558844	0.272531793	0.176694446	0.124930212	0.192691143	0.272531793	0.229160343	0.249906941	0.272531793	0.000000308	0.176694446	0.229160343	0.272531793
